Product_Name,url,Product category,new_tags,tags_dict,tags,image_url
cNODE Explorer - Transponder,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/transponders/cnode-transponders-for-hipap-and-uPAP/cnode-explorer---transponder/,Autonomous and uncrewed solutions,"underwater communication, subsea navigation, acoustic positioning, oceanographic research, underwater monitoring","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, underwater exploration, marine research, acoustic positioning","https://www.kongsberg.com/contentassets/b8a5b651ef0944b990f0b530509829d4/cnode-modem-explorer-700x225.jpg?width=500&rxy=0.5,0.5"
APOS Survey - Surveyor's independent Operator Station for HiPAP,https://www.kongsberg.com/maritime/products/Acoustics-Positioning-and-Communication/acoustic-positioning-systems/hipap-models/apos-survey---surveyors-independent-operator-station-for-hipap/,Autonomous and uncrewed solutions,"surveying, positioning, underwater navigation, operator station, acoustic positioning","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, underwater exploration, marine research, acoustic positioning","https://www.kongsberg.com/contentassets/f1b704ed2cbd465fa634747480050111/apos-screen-700x346.jpg?width=500&rxy=0.5,0.5"
Sensor Fusion,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/sensor-fusion/,Autonomous and uncrewed solutions,"motion tracking, augmented reality, virtual reality, autonomous vehicles, robotics","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, robotics, underwater exploration, marine research","https://www.kongsberg.com/contentassets/fde484dd9f774093a0199bb61c967cc9/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5"
Data forwarder,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/data-forwarder/,Autonomous and uncrewed solutions,"data integration, data transfer, data streaming, data synchronization, data migration","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","data integration, data transfer, data streaming, data synchronization","https://www.kongsberg.com/contentassets/3c6c2d9d8d384e89adba6af22a792593/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5"
Sensor remote,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/sensor-remote/,Autonomous and uncrewed solutions,"wireless, smart home, automation, remote control, motion detection","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","remote monitoring, motion tracking, data integration, wireless","https://www.kongsberg.com/contentassets/86a9177bf6504de7ac77f4726baa03ad/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5"
Analytics,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/analytics/,Autonomous and uncrewed solutions,"data analysis, business intelligence, data visualization, predictive analytics, data-driven decision making","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, robotics, data integration, data streaming","https://www.kongsberg.com/contentassets/b26de616851340b1a38ba5a296e083fe/blue_insight_illustration_1601x674.jpg?width=1500&rxy=0.5,0.5"
Core,https://www.kongsberg.com/maritime/products/ocean-science/blue-insight/core/,Autonomous and uncrewed solutions,"portable, versatile, lightweight, durable, user-friendly","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, robotics, underwater exploration, marine research","https://www.kongsberg.com/contentassets/6ef498b8d5c34185bb16baa0b782e05f/blue_insight_illustration_webheader.jpg?width=1500&rxy=0.5,0.5"
Vessel Motion Monitor,https://www.kongsberg.com/maritime/products/vessel-reference-systems/motion-and-heading-sensors/vessel-motion-monitor/,Autonomous and uncrewed solutions,"marine safety, vessel monitoring, motion detection, ship stability, maritime industry","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","underwater exploration, marine research, motion tracking, data integration","https://www.kongsberg.com/contentassets/92827e5945524910b20d71459ec32d0d/vmm-mainview2.jpg?width=1500&rxy=0.5,0.5"
Helideck Monitoring System,https://www.kongsberg.com/maritime/products/vessel-reference-systems/motion-and-heading-sensors/helideck-monitoring-system/,Autonomous and uncrewed solutions,"monitoring, safety, helideck operations, offshore, real-time","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","marine research, remote monitoring, data integration, automation","https://www.kongsberg.com/contentassets/9c25e9803d294f3f883e8ff4dc2005ab/top-banner_hms_1348x605_nogrid.jpg?width=1500&rxy=0.5,0.5"
Motion Reference Unit,https://www.kongsberg.com/maritime/products/vessel-reference-systems/motion-and-heading-sensors/mru/,Autonomous and uncrewed solutions,"inertial navigation, motion tracking, orientation sensing, aerospace applications, robotics","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","motion tracking, technology, product type, robotics","https://www.kongsberg.com/contentassets/558a9f6ec74f4940be431a884a48e8b3/mru_family.jpg?width=1500&rxy=0.5,0.5"
DGPS / DGNSS reference and monitoring stations,https://www.kongsberg.com/maritime/products/onshore/onshore-systems/dgps-dgnss-reference-and-monitoring-stations/,Autonomous and uncrewed solutions,"navigation, positioning, satellite technology, real-time monitoring, geospatial data","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","acoustic positioning, remote monitoring, data integration, data transfer","https://www.kongsberg.com/contentassets/8039f9fac52648a582303797c701660d/ims500-1020x354.jpg?width=500&rxy=0.5,0.5"
DGPS / DGNSS reference and monitoring stations,https://www.kongsberg.com/discovery/products/onshore-space-based-systems/onshore-systems/dgps--dgnss-reference-and-monitoring-stations/,Autonomous and uncrewed solutions,"geodetic surveying, navigation systems, satellite positioning, real-time monitoring, accuracy assessment","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","acoustic positioning, remote monitoring, data integration, data synchronization","https://www.kongsberg.com/contentassets/8039f9fac52648a582303797c701660d/ims500-1020x354.jpg?width=500&rxy=0.5,0.5"
"Autonomous Underwater Vehicle, REMUS 600",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-remus-600/,Autonomous and uncrewed solutions,"underwater exploration, marine research, ocean mapping, underwater surveillance, underwater archaeology","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, underwater exploration, marine research, marine robotics",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
"Autonomous Underwater Vehicle, Seaglider",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-seaglider/,Autonomous and uncrewed solutions,"underwater exploration, marine research, oceanography, data collection, environmental monitoring","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, underwater exploration, marine research, marine robotics",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
"Autonomous Underwater Vehicle, REMUS 100",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-remus-100/,Autonomous and uncrewed solutions,"underwater exploration, marine research, ocean mapping, underwater surveillance, underwater archaeology","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, underwater exploration, marine research, marine robotics",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
"Autonomous Underwater Vehicle, HUGIN",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin/,Autonomous and uncrewed solutions,"underwater exploration, marine research, oceanography, underwater mapping, deep-sea exploration","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, underwater exploration, marine research, marine robotics","https://www.kongsberg.com/contentassets/4fd118849fb24dfbb271f4d9b82759e6/cimg2511_small.tif?width=1500&rxy=0.5,0.5&format=JPEG"
"Underwater Intervention Vehicle, Eelume",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-eelume/,Autonomous and uncrewed solutions,"autonomous underwater vehicle, subsea inspection, underwater maintenance, marine robotics, offshore operations","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","underwater exploration, marine robotics, underwater surveillance, subsea navigation","https://www.kongsberg.com/contentassets/0b93c73ddca8459089c49eaa93dfedfe/eelume_produktbilde_lights_b.jpg?width=1500&rxy=0.5,0.5"
"Autonomous Underwater Vehicle, REMUS M3V",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-remus-m3v/,Autonomous and uncrewed solutions,"autonomous vehicles, underwater exploration, marine research, underwater mapping, oceanography","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, underwater exploration, marine research, marine robotics",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
"Autonomous Underwater Vehicle, HUGIN Superior",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-hugin-superior/,Autonomous and uncrewed solutions,"autonomous navigation, underwater exploration, marine research, deep-sea surveying, subsea mapping","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, underwater exploration, marine research, marine robotics","https://www.kongsberg.com/contentassets/6d7d17856ed64a3c855e65497ceb55e1/hugin_sup_web.png?width=1500&rxy=0.5,0.5"
"Autonomous Underwater Vehicle, REMUS 6000",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/AUV-remus-6000/,Autonomous and uncrewed solutions,"underwater exploration, marine research, oceanography, deep-sea surveying, subsea mapping","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, underwater exploration, marine research, marine robotics",https://www.feed-image-editor.com/sites/default/files/perm/wysiwyg/image_not_available.png
"Autonomous Underwater Vehicle, HUGIN Endurance",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-endurance/,Autonomous and uncrewed solutions,"underwater exploration, marine research, deep-sea mapping, oil and gas industry, environmental monitoring","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, underwater exploration, marine research, marine robotics","https://www.kongsberg.com/contentassets/0f9369318ccc470e9ba21a7552ecbc08/hugin-endurance_ill_scan_50.jpg?width=1500&rxy=0.5,0.5"
"Autonomous Underwater Vehicle, HUGIN Edge",https://www.kongsberg.com/maritime/products/marine-robotics/autonomous-underwater-vehicles/autonomous-underwater-vehicle-hugin-edge/,Autonomous and uncrewed solutions,"underwater exploration, marine research, ocean mapping, deep-sea surveying, underwater data collection","{
    'Product Type': ['autonomous vehicles', 'robotics', 'underwater exploration', 'marine research', 'ocean mapping', 'underwater surveillance', 'underwater archaeology', 'marine robotics'],
    'Technology': ['acoustic positioning', 'remote monitoring', 'underwater tracking', 'underwater communication', 'subsea navigation', 'motion tracking', 'augmented reality', 'virtual reality'],
    'Application': ['data integration', 'data transfer', 'data streaming', 'data synchronization', 'data migration', 'wireless', 'smart home', 'automation']
}","autonomous vehicles, underwater exploration, marine robotics, data integration","https://www.kongsberg.com/contentassets/8cf870df24534451afb5f54d171ba2ba/hugin_edge_scan_900x506.png?width=1500&rxy=0.5,0.5"
